Provincia di vendita,N. Reg. , Prodotto fitosanitario venduto*,"Quantità 
(Kg o litri)"
PD,13485,FOLPEC 80 WG ADVANCE,1374
PD,13486,JUDO,0.75
PD,13489,,293.5
PD,13489,CYMBAL,105
PD,13518,NISUS 3B,350
PD,13540,,100
PD,13540,QUASAR R FLOW,845
PD,13552,ZOLVIS 80 SECTOR,8133
PD,13560,,200
PD,13560,FORZA,14
PD,13576,,4
PD,13576,RAMEPLANT WG,16
PD,13578,RAME CAFFARO BLU WG NEW,346
PD,13579,,210
PD,13581,ZOLVIS OTTANTA WG,2750
PD,13586,VERDERAME 20 WG,40
PD,13592,,1
PD,13592,VOLARE,153
PD,13600,,7260
PD,13604,,600
PD,13635,POLTIGLIA 20 PB MANICA,226
PD,13637,,52
PD,13637,PERGADO F,317
PD,13689,,16
PD,13689,FLINT MAX,28
PD,13691,TRIDAN COMBI T,30
PD,13693,BACILLUS CHEMIA,70
PD,13698,,4
PD,13698,VIVANDO,142.25
PD,13700,ATLANTIS PRO,13.5
PD,13701,,69.6
PD,13711,,3773
PD,13714,,680
PD,13714,FOLPEC 50 SC,239
PD,13753,,7
PD,13753,GAL-GONE,1
PD,13763,,210
PD,13771,,121
PD,13771,NIMROD 250 EW,523
PD,13782,DOURO 10 WG,17
PD,13789,PRIMERO,58
PD,13792,,47
PD,13792,STABILAN,4
PD,13796,CELL,30
PD,13809,,84460
PD,13809,FORCE ULTRA,51153
PD,13817,,24
PD,13823,,25
PD,13823,ALVERDE,47.1
PD,13838,XEDAVIR,2.25
PD,13841,,9034
PD,13841,FOCUS ULTRA,7011
PD,13856,COPRANTOL TRIO,3
PD,13876,APACHE,115
PD,13888,,486
PD,13888,FANTIC F NC WG,1525
PD,13895,SAVIRAN STAR,965
PD,13905,,80
PD,13905,BANJO,132
PD,13925,,28
PD,13927,ZAMIR 18,45
PD,13981,,167
PD,13981,CORAGEN,201.9
PD,14018,BASIC,20
PD,14020,LIDAL,234
PD,14044,JOKER 480,515
PD,14058,,529.5
PD,14058,FEINZIN 70 DF,2013.5
PD,14062,,231
PD,14062,ZOXIUM 240 SC,997
PD,14100,KANEMITE,11
PD,14101,,98
PD,14101,CARAMBA,711
PD,14102,,10
PD,14102,BORDOFLOW NEW,6677
PD,14119,VISIR PENCOTECH,84
PD,14122,KATAR,5
PD,14135,GRENADIER 75 DF,0.09
PD,14136,,0.5
PD,14137,,10.7
PD,14137,ALTACOR,51.6
PD,14154,,5
PD,14155,,2740
PD,14156,CURZATE R WG,70
PD,14165,,109
PD,14165,NANDO MAXI,103
PD,14169,,10
PD,14178,,270
PD,14182,,100
PD,14182,ARES 25 WG,300
PD,14193,SARMOX 45 DG,151.5
PD,14195,,664
PD,14204,75A,36
PD,14210,,82
PD,14210,EVURE PRO,300
PD,14217,TENAX EW,24
PD,14245,,2
PD,14245,THIRAS,12.5
PD,14257,UNDERLINE 0.2 G,4.5
PD,14262,,23.98
PD,14262,GREENEX NF,84.02
PD,14262,GREENEX NF 250 ml,3
PD,14323,,8
PD,14348,AGRON R WG,12
PD,14375,,249
PD,14375,LION 5 EC,855
PD,14390,,165
PD,14390,BOOM EFEKT,3969
PD,14405,,10
PD,14405,MERLIN FLEXX,4
PD,14406,,38
PD,14406,LEIMAY,103.5
PD,14407,,32.94
PD,14407,RUNWAY,68.5
PD,14409,,379
PD,14409,MOVENTO 48 SC,835
PD,14414,,1
PD,14414,DUSTY,16.5
PD,14418,PULSAR 40 SL,242
PD,14431,,20
PD,14431,LENTAGRAN 45 WP,415
PD,14434,NUANCE,0.48
PD,14440,SOLAR 360,13261
PD,14479,,3190
PD,14479,SCHERMO 0.5 G,11085
PD,14533,GIBER GOBBI 20,0.05
PD,14547,BAC MK,40.5
PD,14577,FORUM R 3B,11
PD,14629,GAT TESSLA 25 WG,450
PD,14636,,1242
PD,14636,BIOLID UP,1674.3
PD,14642,,539
PD,14642,RIDOMIL GOLD R WG,2943
PD,14660,BTK 32 WG,20
PD,14664,,0.01
PD,14664,BERELEX 40 SG,1.44
PD,14683,,0.2
PD,14683,BERMERAX,1.4
PD,14686,KOCIDE OPTI,45
PD,14692,BUZZ ULTRA DF,8
PD,14697,,108
PD,14697,ENERVIN DUO,290
PD,14699,GEOXE,13
PD,14735,,22
PD,14735,RANMAN TOP,46.5
PD,14737,,4232
PD,14737,ROUNDUP PLATINUM,15771
PD,14737,ROUNDUP PLATINUM 1 L,12
PD,14737,ROUNDUP PLATINUM 5 L,45
PD,14759,SULCOCAP,2
PD,14764,,55
PD,14764,SLUXX HP,50
PD,14765,,212
PD,14765,ELUMIS,637
PD,14769,COMET 250 EC,319
PD,14785,DRISCOLL,4.2
PD,14794,AVALON SC,869
PD,14801,,9
PD,14812,,51
PD,14812,ENERVIN TOP,75
PD,14830,,280
PD,14830,CUPROFIX ULTRA DISPERSS,1200
PD,14837,TARTAN,440
PD,14838,BARCLAY GALLUP BIOGRADE 360,76
PD,14845,,30
PD,14846,,92
PD,14846,AVALON 250 EW,163
PD,14867,,4
PD,14867,SYNERO,3
PD,14872,,42.5
PD,14872,BELLIS DRUPACEE,25
PD,14876,,3
PD,14876,GRANDSTAND,44
PD,14879,,3.6
PD,14879,LONTREL 72 SG,4.2
PD,14884,,544
PD,14884,CORUM,5970
PD,14891,TRICO,5
PD,14897,,5
PD,14897,FLUROSTAR 200,16
PD,14918,,111
PD,14918,RIVIOR,199
PD,14935,,2459
PD,14935,TIMELINE TRIO,806
PD,14936,,6
PD,14936,AMPLIGO,621.5
PD,14938,DEDICATE,0.5
PD,14944,FLUXYR 200 EC,12
PD,14967,TIPTOR ULTRA,412
PD,14969,,480
PD,14972,,1
PD,14972,DICARZOL 50 SP,28
PD,14980,,63
PD,15005,FONTELIS,2
PD,15008,LBG - 01F34,4
PD,15013,,0.5
PD,15013,NATRIA LUMACHICIDA,38
PD,15039,,0.5
PD,15039,GAMIT 36 CS,6
PD,15047,R6 ERRESEI BORDEAUX WG,405
PD,15048,,3
PD,15048,INDOXAN 45 WDG,315
PD,15049,,4
PD,15049,MODDUS,193
PD,15051,,2545
PD,15051,KYLEO,1905
PD,15052,,5
PD,15052,KAIMO SORBIE,43.7
PD,15056,,645
PD,15056,TOMCATO,808
PD,15058,,11.88
PD,15058,PRINCIPAL MAIS,163.68
PD,15059,,639
PD,15059,DECIS EVO,1101.5
PD,15059,DECIS EVO 1 L,6
PD,15062,,310
PD,15062,PIRAMAX  EC,291
PD,15063,NIMBLE,5.4
PD,15071,EVOLUTION,96
PD,15083,AUDACE,73
PD,15084,DRUM,13
PD,15085,VITISAN 45 WG,0.5
PD,15089,MARKER DUO,65
PD,15096,,5
PD,15096,GLIPHOGAN TOP CL,1685.5
PD,15100,NECTAR PLUS,19
PD,15101,CIMORAM ULTRA WG,318
PD,15102,CURZATE ERRE EVO,93
PD,15111,MIRADOR SC,28
PD,15115,,1258
PD,15115,PROSPER 500 EC,238
PD,15120,,490
PD,15121,BIOCUPRO,130
PD,15122,,3
PD,15122,ACTELLIC 50 NEWPHARM,2792
PD,15125,,3
PD,15125,PROLECTUS,1
PD,15126,TALENDO EXTRA,22
PD,15127,,1
PD,15127,SANVINO,118
PD,15130,,55
PD,15130,INTREPID,178
PD,15142,,2618
PD,15142,ALCANCE SYNC TEC,2766
PD,15149,COSAVET DF EDGE,1785
PD,15177,,32
PD,15177,ROTATE PLUS DF,850
PD,15196,FOSBEL EXTRA,10
PD,15198,,52
PD,15198,AZBANY,39
PD,15199,,108
PD,15201,,43
PD,15201,FLOXY 400 SC,228
PD,15213,DEMETRINA FLOW,40.55
PD,15222,FOLICUR COMBI WG,2
PD,15223,PANTANI,81
PD,15229,,105
PD,15229,STOPPER P,40
PD,15233,DALET TRIO,972
PD,15235,,29.5
PD,15235,MOMENTUM,8
PD,15247,STOY,429
PD,15250,COPRANTOL DUO,5
PD,15251,,1031
PD,15251,AIRONE LIQUIDO,6650
PD,15251,AIRONE LIQUIDO DA 10 LT,70
PD,15253,,177
PD,15263,DYNALI,131
PD,15264,,75
PD,15264,ENERVIN SC,2343
PD,15265,,468
PD,15265,PROMAN FLOW,2635
PD,15266,QUARTET,130
PD,15267,KUSABI,123
PD,15270,PROFELIS,0.09
PD,15275,DURAVIS,1355
PD,15281,MICROMEGAS,234
PD,15291,TURFENE PLUS,3
PD,15293,MAVITA 250 EC,225
PD,15294,,1535
PD,15299,METIX R,14
PD,15302,,34
PD,15302,AMYLO-X,283
PD,15307,,67
PD,15307,DEDALUS 25 WDG,2
PD,15310,NISSHIN EXTRA 6 OD,84
PD,15313,THIAMON FLOW,200
PD,15315,,1
PD,15317,,7257
PD,15331,ZEFIR 25 WDG,1.5
PD,15335,,58
PD,15335,U 46 ULTRA,39
PD,15337,,1.3
PD,15337,EXPRESS,3.6
PD,15344,,5
PD,15344,FILAN WG,7
PD,15346,,104.5
PD,15348,,57
PD,15348,RIDOMIL GOLD R LIQUIDO,1325
PD,15349,,94
PD,15349,ARES 430 SC,245
PD,15356,,124
PD,15356,SPHINX SC,38
PD,15358,,210
PD,15358,ZOLFO FLOW MCT,3200
PD,15363,,40
PD,15363,MEDEIRO 80 WG ADVANCE,20
PD,15369,MAGMA TRIPLE,137
PD,15374,NISHA,29
PD,15378,,224
PD,15378,TRAXOS PRONTO 60,804
PD,15379,,123.75
PD,15379,AXIAL PRONTO 60,466
PD,15384,,18
PD,15384,LUNA EXPERIENCE,128
PD,15389,,500
PD,15398,KAMIKAZE,36
PD,15401,,11645
PD,15401,TAIFUN MK CL,13865
PD,15402,DELTASAP,26
PD,15405,SHAMAL MK PLUS CL,692
PD,15409,DECISION,26
PD,15410,DECA,192
PD,15411,DISHA,38
PD,15422,,10.08
PD,15422,TITUS DUO,33.9
PD,15433,ATLAS,15
PD,15448,REBEL TOP,138
PD,15449,,302
PD,15449,CIDELY,632
PD,15483,WISH,93
PD,15491,,52
PD,15491,SWORD UP,375.5
PD,15493,SIMUN 40 OD,50
PD,15498,ARPEL DUO,15
PD,15499,SONG 70 WDG,189
PD,15501,QUIZ,121
PD,15507,,2
PD,15507,CREW SUPERB,19
PD,15513,,75
PD,15513,OSSICLOR 35 WG GREEN,2924
PD,15515,POLTIGLIA 20 PB GREEN,10
PD,15536,,303
PD,15537,,24
PD,15537,DELTAGRI,108
PD,15543,,675
PD,15543,LUMACHICIDA FER PFNPE,3711
PD,15546,,330.2
PD,15546,BIATHLON 4D,123
PD,15549,,118
PD,15549,PROLECTUS 50 WG,12
PD,15550,,282
PD,15550,MERLIN FLEXX XTRA,91
PD,15553,,1.5
PD,15553,REGALIS PLUS,9
PD,15562,BELURE-T,0.12
PD,15563,TRAILER,4.38
PD,15566,,24
PD,15566,VISION PLUS,193
PD,15567,BELPROIL-A,8
PD,15574,,25
PD,15574,KARMA 85,320
PD,15583,,77
PD,15583,PIRAT,15
PD,15597,CHECKMATE PUFFER CM,3.38
PD,15598,,10
PD,15598,CARPOVIRUSINE EVO 2,43
PD,15610,CYPERKILL 50 EC,224
PD,15612,,0.15
PD,15612,SEMPRA,4.8
PD,15618,FULLDINA 400 SC,3
PD,15621,,0.1
PD,15621,BOTTO 50 EC,85
PD,15629,BADGER 45% WG,5
PD,15630,,81
PD,15630,CARSON 45% WG,243.5
PD,15633,,3
PD,15635,,1540.5
PD,15635,ADENGO XTRA,2268.98
PD,15654,ACCORD,42
PD,15662,LESTRA,5.73
PD,15663,CUPRAVIT 35 WG,10
PD,15664,KORING 25 WG,88
PD,15665,,9.9
PD,15665,KEMPO SORBIE,135.3
PD,15668,,6
PD,15674,AMADEUS TOP,10.7
PD,15680,MITHRA 40 SC,13
PD,15689,,33
PD,15689,DIFENZONE,5
PD,15693,LISTEGO,11
PD,15712,,14160
PD,15712,SATELITE,144
PD,15713,,0.2
PD,15713,ACAROIL SC,1.8
PD,15715,VIDERYO F,105
PD,15718,GRANSTAR TRIO,3.65
PD,15722,,5
PD,15722,ARMICARB 85,75
PD,15725,DUAXO,1.6
PD,15736,KOPRON 35 WG,120
PD,15741,,10
PD,15741,AVADEX FACTOR,260
PD,15744,REBOOT,58
PD,15748,,262
PD,15748,SYLLIT 544 SC,133
PD,15748,SYLLIT 554 SC 1 LT.,1
PD,15751,VITENE TRIPLO R,17.5
PD,15752,,3
PD,15752,CIDELY TOP,5
PD,15753,PYXIDES DUO,132
PD,15754,,95
PD,15754,SHARPEN 33% EC,24
PD,15765,ACAROIL,0.5
PD,15769,,2660
PD,15780,OSSICLOR 50 PB GREEN,140
PD,15806,ONYX,100
PD,15808,,56
PD,15808,CYMBAL FLOW,276
PD,15836,RATRON GW,32
PD,15837,,1.5
PD,15837,RATRON GL,0.75
PD,15838,,6950
PD,15838,ROUNDUP ULTRAMAX,3420
PD,15856,AZAKA,34
PD,15868,CENTURION PRO,250
PD,15869,,680
PD,15869,OPTIX STAR DISPERSS,3842
PD,15870,CLIOPHAR 600 SL,2.4
PD,15884,,20
PD,15886,,10
PD,15886,METAREX INOV,30
PD,15892,BANG PLUS,289
PD,15897,ALFIL WG,38
PD,15898,FILAL WG,0.5
PD,15899,SILICOSEC,4563
PD,15900,,3330
PD,15900,TRIKA EXPERT,5960
PD,15901,,12450
PD,15901,ERCOLE,26048
PD,15907,PRESIDIUM ONE,9
PD,15910,KARAKAS,0.5
PD,15911,,1
PD,15911,SPIROX,436
PD,15915,,187
PD,15915,STARANE HD,38
PD,15926,,4091
PD,15926,MOJANG 600,3436
PD,15930,,0.75
PD,15930,TOMIRIS 125 EW,35
PD,15948,,1
PD,15948,SINSAJO,34
PD,15961,RETENGO NEW,130
PD,15965,BORDER,106
PD,15990,,4.2
PD,15990,SCIROCCO 125 EW,32
PD,16007,,2248
PD,16007,REWARD,125
PD,16023,,2
PD,16023,DIMBO 480 SL,19
PD,16028,TRIBE 75 WG,1.7
PD,16032,,33
PD,16032,RADAR 10 EC,1
PD,16033,HEREU SC,7
PD,16034,,15
PD,16034,DOURO 100 EC,40.25
PD,16037,MOJANG TX,130
PD,16038,CABRIO WG,4
PD,16050,RADIANT SC,6
PD,16051,,15
PD,16051,LENNS,35
PD,16054,,16
PD,16054,SINSTAR,21
PD,16056,,13.75
PD,16064,CREDIT 540,40
PD,16065,SERRATE,0.5
PD,16066,,6.25
PD,16066,RADIANT PRO,70.69
PD,16068,FOLDER 80 WG,990
PD,16071,MESOZIN 70 WG,9.25
PD,16074,GLORIAL 25 EC,102
PD,16076,,20
PD,16076,SOLIS,620
PD,16083,STIKER FLOW,12
PD,16084,BREVIS,16
PD,16085,,2.71
PD,16085,TRIMUR,1.45
PD,16089,BUGUIS,102.06
PD,16092,,120
PD,16092,CICLOPE,358
PD,16098,NIBER 70 DF,1.25
PD,16101,TOPAS COMBI LIQUIDO,209
PD,16104,ELECTIS TRIO WDG,79
PD,16107,,30
PD,16107,RADAR COMBI FLOW,1
PD,16140,ALMADA F,156
PD,16142,MINECTO ALPHA,1
PD,16149,,9
PD,16161,CENTURY SL,16
PD,16167,MARACANA,12
PD,16170,,1500
PD,16170,TRICUP FLOW,2770
PD,16171,,19.4
PD,16178,,4050
PD,16179,FOLLOW 80 WG,56
PD,16181,DELTAMIX 25,2
PD,16187,,3
PD,16191,,418
PD,16191,TRIMAXX,475
PD,16194,ETRAVON PRO,31
PD,16197,COPPERFIELD 17 WG,520
PD,16198,EVORAM 15,650
PD,16199,CUPRORAM 35 WG BLU,44
PD,16200,CUPRORAM 35 WG NC,270
PD,16205,IDROX 20,990
PD,16210,PowerRam Idro 20 HiBio,10
PD,16221,MADEX TOP,8.1
PD,16224,,35
PD,16224,CUPRORAM 37.5 WG,10
PD,16226,,68
PD,16226,CIMOTER RAME WG,50
PD,16232,MINERVE,0.8
PD,16235,KEYFOL WG,61
PD,16237,GOLBEX WG,1805
PD,16242,CAPTAIN 80 WG,300
PD,16248,FERREX,102
PD,16251,,25
PD,16251,AFFIRM OPTI,255
PD,16252,AMISTAR GOLD,5
PD,16271,,220
PD,16271,FRESCO,365
PD,16273,,102
PD,16273,SIVANTO PRIME,1134.7
PD,16277,,808
PD,16277,ALMADA 50 SC,1952
PD,16277,ALMADA 50 SC 1 LT,32
PD,16279,ERCOLE GR,410
PD,16280,,80
PD,16282,,9
PD,16282,DIMIX,10
PD,16285,,261
PD,16285,KALIMBA,169
PD,16287,,161
PD,16287,SOLIGOR,710
PD,16288,,458.5
PD,16288,AMPEXIO,38.5
PD,16290,AMADEUS ULTRA,12.58
PD,16293,,3
PD,16293,PACLOT NEW,4
PD,16295,RAPAX AS,40
PD,16296,PERGADO D,77
PD,16299,,4698
PD,16299,PASSAT SL,5
PD,16305,BONZI,33
PD,16312,TOMIGAN,50
PD,16314,ZOXIS 250 SC,273
PD,16323,PENDIWIN,40
PD,16325,,2469
PD,16325,EPIK SL,3544.19
PD,16325,EPIK SL 1 L,2
PD,16325,EPIK SL 1 LT.,23
PD,16335,,207
PD,16335,LIETO SC,5621
PD,16336,,9
PD,16336,DELAN SC,13
PD,16361,FULL 80 WG,1
PD,16363,,481
PD,16363,SIRTAKI,1881.3
PD,16364,,4741
PD,16364,BISMARK,11221
PD,16369,,8
PD,16369,ORTIVA TOP SC,176
PD,16379,,178
PD,16379,PREV-AM PLUS,553
PD,16381,,86
PD,16381,CALLICORE,38
PD,16384,,2108
PD,16384,ELATUS ERA,580
PD,16385,,88.5
PD,16385,ELATUS PLUS,85.5
PD,16395,,1
PD,16395,MOHICAN 500 SC,6
PD,16396,TEMSA 100,186
PD,16415,MADEX TWIN,2.6
PD,16425,,22
PD,16425,LASER 120 SC,38
PD,16425,LASER 120SC,56
PD,16427,,191
PD,16438,,70.5
PD,16438,VELUM PRIME,11
PD,16439,,16
PD,16442,,342
PD,16442,PROFILER,249
PD,16448,NEALTA,6
PD,16457,,845
PD,16457,POLTIGLIA 20 WG GREEN,3839
PD,16458,OSSICLOR 30 GREEN,30
PD,16459,SOLEIL 50 WG,66
PD,16461,CENTURION 240 NEO,661
PD,16462,R6 ERRESEI ALBIS ORTO 500 g,1
PD,16470,,0.6
PD,16470,COLUMBO 0.8 MG,51
PD,16472,,148
PD,16472,CONVISO ONE,14
PD,16474,,4.4
PD,16475,CLEAVE,40
PD,16477,RIVAL,1
PD,16480,,309
PD,16480,3LOGY,1344.5
PD,16481,,8464.52
PD,16481,CALLISTO 480,145.8
PD,16485,ROMULAN,3
PD,16492,,1
PD,16492,VASCO,11
PD,16498,,214
PD,16500,TRIBAL,1.21
PD,16501,,4
PD,16501,INSTRATA ELITE,10
PD,16523,MISTER C,9.26
PD,16527,TELLUS WP,2
PD,16531,TEMPORIS STAR,123
PD,16532,ROSBAY,0.4
PD,16538,KITAMBA,182
PD,16545,COPRANTOL HI BIO 2.0,1194
PD,16562,,310
PD,16562,DELAN PRO,2330
PD,16563,,4
PD,16563,DOROTRIN 25 EC,133
PD,16564,,50
PD,16565,,6
PD,16565,EXECUTIVE GOLD,0.3
PD,16566,KUPPER 20 WG,9
PD,16567,,370
PD,16570,,46
PD,16570,SENCOR 600 SC,294
PD,16573,FIGHTER,511
PD,16575,TRIMMER 50 WG,7.79
PD,16577,,28
PD,16577,U46 COMBI DUO,166
PD,16596,SANIUM SL25 PFNPE,46.84
PD,16596,SANIUM SL25 PFNPE 5 ml,0.06
PD,16597,,409
PD,16598,,117.6
PD,16598,SANIUM AL PFNPE,301.8
PD,16598,SANIUM AL PFNPE da ml 800,8.8
PD,16606,PHYTO SARCAN,165
PD,16607,,160
PD,16609,SAVIAL FORTE,375
PD,16616,,1397
PD,16616,VALLEY,2339
PD,16618,COLZA POWER PFNPE,208.32
PD,16618,COLZA POWER PFNPE ml.170,4.08
PD,16619,ACTELLIC SMOKE GENERATOR,156.1
PD,16625,MAINSPRING,1.6
PD,16630,NATUREN LIMEX PFNPE,1548.15
PD,16630,NATUREN LIMEX PFnPE da KG 1,17
PD,16632,,0.5
PD,16632,LUNA SENSATION,1
PD,16640,MAZA 4% SL,7
PD,16643,,444
PD,16643,SUCCESS GR,1860
PD,16654,POLYVERSUM,7
PD,16657,,100
PD,16657,CENTURY PRO,3250
PD,16658,,69
PD,16658,DAGONIS,513
PD,16660,,200
PD,16660,ACTLET C,226
PD,16663,ACTLET F,492
PD,16667,,368
PD,16667,REVOLUTION,823
PD,16690,,504
PD,16690,KESTREL,599.5
PD,16690,KESTREL LT 1x12 CLP,1
PD,16694,CHANON,5
PD,16701,,0.2
PD,16732,,2
PD,16735,LOBETEC,5.96
PD,16749,FOLPAN ENERGY,580
PD,16754,SIMBA,45
PD,16755,DANEVA,3
PD,16776,,100.75
PD,16776,ASSET FIVE,676.25
PD,16776,ASSET FIVE ML 750,14.25
PD,16779,,16
PD,16779,TONALE,922
PD,16780,,10
PD,16780,SERENADE ASO,95
PD,16783,,4154
PD,16785,GOLDWIND,1.4
PD,16787,,10680
PD,16787,CLINIC ST,1008
PD,16789,,5
PD,16790,NORDOX ENERGY,201
PD,16792,PROFILE PLUS,11
PD,16793,,35
PD,16793,NIMBUS 250 EC,14
PD,16796,JOICE 55 D,168
PD,16797,,24
PD,16797,DEMETRINA 25 EC,46
PD,16799,ALEXIN 75 LS,132
PD,16802,,1034
PD,16802,ZYPAR,2344
PD,16813,,56
PD,16814,,6.5
PD,16814,TREZAC,0.5
PD,16816,,10
PD,16816,EXALT 25 SC,248
PD,16818,FLUAZINOVA PLUS,50
PD,16819,NATUR BREAKER,48
PD,16820,,534
PD,16827,MAISOT,58
PD,16828,,78.5
PD,16828,MAKURI MAX,17
PD,16831,,305
PD,16831,GLIFENE BIOGRADE,7210
PD,16832,MARKATE PLUS 100 CS,1
PD,16833,,100
PD,16833,PANTOX 360 SUPER,715
PD,16835,,215
PD,16836,STALLION IT SYNC,705
PD,16841,,2850
PD,16842,,10
PD,16842,CUPRAVIT BIO ADVANCED,50
PD,16843,,1140
PD,16846,,2
PD,16846,VESTICOR,64.2
PD,16857,,1
PD,16857,SHORTTRACK,5
PD,16858,KENJA,80
PD,16867,,3
PD,16867,GLISTER STAR,20
PD,16882,,95
PD,16882,PROPULSE,180
PD,16886,,137.1
PD,16886,CLOSER,387.16
PD,16886,CLOSER 25 ml,0.05
PD,16895,,9
PD,16895,ZORVEC ENICADE,10.8
PD,16896,,20
PD,16896,ZORVEC ZELAVIN,0.6
PD,16897,KATOUN GOLD,10
PD,16902,AVIATOR XPRO,261
PD,16904,,39
PD,16904,KIDEKA 100 SC,238
PD,16916,BUGGY G,2
PD,16917,LOGRADO PLUS,961
PD,16925,WISH TOP,3
PD,16939,SARUMO,321
PD,16945,,24.9
PD,16945,SERCADIS,226.5
PD,16946,,22
PD,16946,DARAMUN,45
PD,16950,MANAMID 100 SC,1369
PD,16951,ESQUIVE WP,8
PD,16957,,319
PD,16957,ZORVEC VINABRIA,2075
PD,16963,,10
PD,16963,AVENOX 240,15.5
PD,16968,,1
PD,16968,PENDINOVA,5
PD,16976,,120
PD,16976,VITIKAPPA,63.5
PD,16988,,4600
PD,16988,NAIF,3420
PD,17003,,401
PD,17003,PRIAXOR,373
PD,17005,CLOMATE,161.5
PD,17006,MONCUT,113
PD,17008,LALGUARD M52 OD,11
PD,17010,TIXAL TRI,20
PD,17014,DELEGATE WDG,10.7
PD,17026,,50
PD,17038,,2640
PD,17038,TUAREG NEW,4836
PD,17058,,20
PD,17058,ROMEO,98
PD,17059,VINTEC,1
PD,17060,DERBY,12
PD,17065,KAURITIL ULTRA WG,545
PD,17066,,824
PD,17066,PRAXIM,1792
PD,17069,,10
PD,17069,TIOVIT L,70
PD,17075,,135.75
PD,17075,MOVIDA,253.4
PD,17076,GAZELLE,95
PD,17078,,579
PD,17078,QUANTUM L,1724
PD,17079,,140
PD,17079,FORCE EVO,940
PD,17081,CUPROSSIL IDRO NEW 20 WG,1209
PD,17087,FOLDIM,153
PD,17091,,310
PD,17091,CHAMP 20 WG,430
PD,17093,,100
PD,17093,LANDING,274
PD,17094,ANTHEM EKO,6
PD,17099,,3
PD,17099,ZAKEO 250 SC,246
PD,17107,,2
PD,17107,SPYRIT 50 SC,1695
PD,17112,,45
PD,17112,DIFCOR,273
PD,17113,MIKAL F,811
PD,17115,,716
PD,17115,ZETROLA,864
PD,17116,,221
PD,17116,ACTIVUS ME,602
PD,17119,SQUARE EC,75
PD,17121,ATLANTIS ACTIV,48.18
PD,17129,COSAVET FLOW,80
PD,17131,DEPEND,670
PD,17164,,45
PD,17165,WASAN,7
PD,17170,BELKAP EXTRA,324
PD,17178,,368
PD,17178,TOTAL GREEN L,32
PD,17193,MAZICA,0.88
PD,17194,DICARINI,86.16
PD,17203,PENDI 40,3
PD,17203,PETANCK SC,6
PD,17204,,99
PD,17209,,39
PD,17209,DAVAI,912
PD,17211,GENKOTSU,239
PD,17212,,7
PD,17212,ISERAN,1096
PD,17217,ARMICARB SPRAY PFNPE,77.25
PD,17222,CURBATUR EC 250,3
PD,17234,,28.5
PD,17248,,139
PD,17248,ZORVEC VINABEL,701
PD,17254,,5.7
PD,17261,POKER GEO,460
PD,17265,FILDER 500 SC,2
PD,17266,DELTAKILL EC,8
PD,17268,,10
PD,17268,KUKI 70,198
PD,17270,,7
PD,17270,ASCRA XPRO,372
PD,17272,SERIFEL,49
PD,17275,NOTO CLASS,15
PD,17278,,298
PD,17278,KIDEKA,446
PD,17281,PETALIN,10
PD,17284,RODEO PLUS,7540
PD,17293,DIAGONAL,101
PD,17294,,3.6
PD,17294,ZORVEC EPICALTRIN,2.1
PD,17298,MARQUIS,62
PD,17304,KAN-DOO,95
PD,17309,TAYREX,6
PD,17311,VINIFOL WDG,10
PD,17313,ARTINA EC,65
PD,17317,,5
PD,17319,,59
PD,17319,FOXPRO,22
PD,17320,,2
PD,17320,SENIOR 75 WG,60
PD,17323,CONTENDER 800,206
PD,17328,RHIZOPON AA POLVERE 0.5%,12
PD,17337,,5
PD,17337,VANGUARD,5
PD,17343,ALTER 80,1
PD,17344,DIPIRIL,2
PD,17345,ARPEL WG,90
PD,17346,,322
PD,17346,EXOSET 240 EC,1197
PD,17353,KAMBA 480 SL,29
PD,17355,,5
PD,17358,,717
PD,17358,BLAISE ULTRA,1676
PD,17360,,32
PD,17360,MAGO,3254
PD,17368,,10
PD,17368,ALETIL DF,29
PD,17369,ECOMIX,883
PD,17371,,220
PD,17372,COPRANTOL 30 WG,186
PD,17377,,0.48
PD,17377,REFINE SX,142.14
PD,17378,,8
PD,17378,GACHINKO,44.1
PD,17389,SHARK PF,8
PD,17398,,615
PD,17398,DOMITREL 400 CS,15
PD,17407,WINTECH,949
PD,17422,,82
PD,17422,ENVITA SC,2034
PD,17435,,1698
PD,17435,RIDOMIL GOLD COMBI WG,1068
PD,17436,,1068
PD,17436,WARDEN F,168
PD,17443,MICROSAP CU PLUS,12
PD,17451,,49
PD,17451,TEKKEN,463
PD,17452,,37.5
PD,17452,TARCAN,36.25
PD,17454,,298
PD,17454,ENCARIT,488
PD,17455,PALIO,133
PD,17461,,220.51
PD,17461,ORONDIS,15.2
PD,17469,,63.64
PD,17469,TAEGRO,18.07
PD,17470,,80
PD,17470,LIMOCIDE,617
PD,17471,,103
PD,17472,,1067
PD,17472,JADE,2084
PD,17475,RODAL 240,4.5
PD,17478,EMPIRE,3.5
PD,17489,BELTHIRUL,34
PD,17496,,276
PD,17497,,10
PD,17497,CALDERA,127
PD,17501,SWOOSH,35
PD,17502,LINCE,157
PD,17503,BORDOLESE 20,245
PD,17508,,285
PD,17508,POLYCOM 70 DF,1515
PD,17512,DELTATHRIN,24
PD,17523,LUMIX BIO,3
PD,17524,ALCOBAN,3
PD,17529,MEDOR 70 WDG,3
PD,17531,MEXIL R FLOW,165
PD,17532,CONTENDER PLUS,122
PD,17541,,82
PD,17541,CHANTICO,248.5
PD,17549,SENPAI,58
