"Prodotti fitosanitari venduti nell'anno 2022
(fonte dati: Autorità regionale competente, dichiarazioni di vendita p.f. 2022, art. 16 D.Lgs 150/2012)";;;
Provincia;N. Reg. ; Prodotto fitosanitario venduto;"Quantità 
(Kg o litri)"
PD;12043;PREVICUR ENERGY PFnPE 50 ml;0,4
PD;12044;CURZATE SYSTEM;5
PD;12048;TIOSOL 80 WG;1.054,00
PD;12048;TIOSOL 80 WG PFnPE;26,2
PD;12067;CIPER;1
PD;12068;;2.450,00
PD;12068;TEFLUSTAR;1.590,00
PD;12068;TEFLUSTAR PFnPE;6
PD;12090;MICROSED GEO;680
PD;12096;;3.465,00
PD;12096;POLTIGLIA DISPERSS;7.965,00
PD;12100;ASSET DUO;73
PD;12106;;4
PD;12106;TALENDO;10
PD;12113;VIRGO;50
PD;12114;;16,2
PD;12114;AUXIGER LG;56,8
PD;12133;;24
PD;12133;JUVINAL GOLD;34
PD;12156;MAKE UP 80 WDG;1
PD;12170;;80
PD;12170;HELIOCUIVRE;970
PD;12172;;23
PD;12172;FERRAMOL;18
PD;12172;FERRAMOL PFnPE;246,5
PD;12174;V.I.P. FLOW;1,6
PD;12202;ZEMIX R WG;35
PD;12225;;19,2
PD;12225;TEPPEKI;41,68
PD;12225;TEPPEKI PFnPE;7,05
PD;12285;FORUM GOLD;605
PD;12323;VEBIZOLFO WG;12
PD;12323;VEBIZOLFO WG PFnPE;19,5
PD;12344;;34,2
PD;12344;VEBITHRIN 5 EC;19,2
PD;12344;VEBITHRIN 5 EC 100ml;0,09
PD;12344;VEBITHRIN 5 EC 250 ml;0,45
PD;12344;VEBITHRIN 5 EC 500 ml;4,05
PD;12344;VEBITHRIN 5 EC PFnPE;130,25
PD;12361;;18,6
PD;12361;ALGEDI;42,4
PD;12375;;2
PD;12375;SUGAR 500 SC;663
PD;12378;TRIANUM-G;115
PD;12380;;3
PD;12381;NU-FILM-P;31
PD;12395;CUTRIL TOP;300
PD;12437;;252
PD;12437;DELAN 70 WG;146
PD;12452;;14
PD;12452;EQUIP;302
PD;12453;;15
PD;12453;MILDICUT;64
PD;12461;FINALSAN ERBICIDA PROFESSIONAL;2
PD;12482;;10.745,00
PD;12482;LUMAX;16.290,00
PD;12504;FLOWBRIX;40
PD;12526;ALIETTE ORTO E GIARDINO PFnPE;10,5
PD;12526;ALIETTE ORTO E GIARDINO PFnPE 250 g;1,5
PD;12528;;38
PD;12528;CABRIO TOP;241
PD;12529;;3
PD;12534;;136,31
PD;12534;FOXTAIL;38,7
PD;12534;Foxtail LQ btl 500 ml IT;3,4
PD;12534;FOXTAIL PFnPE;243,9
PD;12534;FOXTAIL PFnPE 250 ml;6,5
PD;12534;FOXTAIL PFnPE 500 ml;14,5
PD;12538;;21
PD;12540;;51
PD;12540;REGRAN EXTRA;6
PD;12548;XANILO 45 WG;9,5
PD;12551;;4.429,00
PD;12566;;1
PD;12566;PYGANIC 1.4;61,6
PD;12566;PYGANIC 1.4 PFnPE;19,45
PD;12573;EKO OIL SPRAY;5
PD;12590;;4.490,00
PD;12590;DIASTAR MAXI;4.330,00
PD;12622;;55,5
PD;12622;QUANTUM;139,5
PD;12625;;1
PD;12636;QUASAR 6-24 R;22
PD;12647;GLITTER;529
PD;12661;NEXOL 10 WG;73
PD;12671;;29,21
PD;12671;HARMONY 50 SX;74,22
PD;12692;;1,5
PD;12706;;0,45
PD;12706;PERMIT;0,3
PD;12722;OSSICLOR 20 FLOW;404
PD;12722;OSSICLOR 20 FLOW PFnPE;612,5
PD;12723;OSSICLOR 20 BLU FLOW;2
PD;12737;;143,5
PD;12737;AIRONE PIU';2.040,00
PD;12737;AIRONE PIU' PFnPE;5,5
PD;12738;KING 360 HP;590
PD;12756;;70
PD;12756;DICOTEX;18,5
PD;12756;DICOTEX 1 L;3
PD;12756;DICOTEX 500 ml;2,5
PD;12759;;70
PD;12759;OSSICLOR 35 WG;1.233,00
PD;12759;OSSICLOR 35 WG PFnPE;1.130,50
PD;12761;AGRIMIX TOP;3
PD;12763;PYGRAIN;2.040,00
PD;12768;;9
PD;12768;SPINTOR FLY;9
PD;12768;SPINTOR FLY PFnPE;8,75
PD;12770;;1
PD;12770;ALAR 85 GOLD;4
PD;12779;;3
PD;12788;ADIGOR;1
PD;12792;;497
PD;12792;MAGIC TANDEM;943
PD;12806;;341
PD;12806;FEDOR;37
PD;12828;SITOFEX;1
PD;12831;;9
PD;12831;INSIGNIA;2
PD;12831;INSIGNIA 1 kg;1
PD;12833;ISOMATE C/OFM;0,8
PD;12836;ISONET Z;0,02
PD;12843;CHECKMATE CM-F;3,7
PD;12847;EAGLE;30,3
PD;12847;EAGLE PFnPE;10,64
PD;12857;;13
PD;12857;PROREX;9
PD;12859;;0,24
PD;12860;MILBEKNOCK;9
PD;12862;;16
PD;12862;CANTUS;40
PD;12866;;25
PD;12866;COLLIS;49
PD;12868;;18
PD;12868;BELLIS;35
PD;12869;;116
PD;12869;SIGNUM;1.240,00
PD;12878;;2.294,00
PD;12878;FOLPAN GOLD;8.017,00
PD;12883;;836
PD;12883;PROSPER 300 CS;1.412,00
PD;12886;;244
PD;12886;KARATHANE STAR;1.347,00
PD;12888;;282
PD;12888;LEPINOX PLUS;85
PD;12916;SACRON 45 W;217
PD;12933;;52
PD;12940;;513
PD;12940;KARATE ZEON 1.5;1.182,00
PD;12949;;20
PD;12949;AZUPEC 80 WG;189
PD;12960;;18
PD;12960;STARPROP;166
PD;12961;;105
PD;12961;HEREU;35
PD;12972;;510
PD;12972;GLYFOS DAKAR;240
PD;12994;VIVER ELITE WG;15
PD;13012;;3.175,00
PD;13012;FOLVIT 80 WDG;10
PD;13018;GONDOR;65
PD;13020;MICRORAM 35 WG;880
PD;13020;MICRORAM 35 WG PFnPE;53
PD;13061;;10
PD;13061;BIOBIT DF;17
PD;13062;;16
PD;13063;REGULEX 10 SG;2,2
PD;13064;;26
PD;13064;VITENE ULTRA SC;212
PD;13065;;4
PD;13065;DOMARK 125;86,5
PD;13076;;5
PD;13084;;158,4
PD;13084;TELDOR PLUS;350
PD;13084;TELDOR PLUS PFnPE;1,3
PD;13093;;516
PD;13093;STOMP AQUA;2.137,00
PD;13093;STOMP AQUA 1 L;6
PD;13098;;2.330,00
PD;13098;ROUNDUP POWER 2.0;8.675,00
PD;13098;ROUNDUP POWER 2.0 PFnPE;3.187,00
PD;13098;ROUNDUP POWER 2.0 PFnPE 500 ml;18
PD;13104;ALGOR PLATIN;25
PD;13106;;13
PD;13108;CURAME BORDEAUX;5
PD;13116;;131,5
PD;13116;MEDOR 35 CLASS;16
PD;13120;;250
PD;13126;;321
PD;13126;CABRIO DUO;499
PD;13127;;58
PD;13127;VALIS F;40
PD;13149;;1
PD;13149;POLTIGLIA MANICA 20 WG;93
PD;13149;POLTIGLIA MANICA 20 WG PFnPE;720
PD;13150;CURAME 25 WG;643
PD;13154;;200
PD;13154;MONDAK 480 S;111
PD;13156;;13
PD;13156;CAMBEL 480 S;7
PD;13158;;136
PD;13158;REMEDIER;231
PD;13158;REMEDIER PFnPE;2
PD;13160;;76
PD;13160;FORUM TOP;543
PD;13168;;866
PD;13168;LAUDIS;4.218,00
PD;13169;CYTHRIN L PFnPO;0,8
PD;13179;PLAYER COMBI SC;15
PD;13205;;650
PD;13205;ZOLFO MANICA SCORREVOLE DOPPIO RAFFINATO;750
PD;13206;ZOLFO RAVEN SCORREVOLE TRIVENTILATO;100
PD;13211;;25
PD;13211;ZOLFO VENTILATO SCORREVOLE 96%;5.176,00
PD;13213;;520
PD;13213;R6 ERRESEI ALBIS;1.165,00
PD;13218;;310
PD;13218;FINALSAN PLUS;230
PD;13225;AGRIDIF 250;1
PD;13236;;360
PD;13236;BULLET;928
PD;13242;;2.462,00
PD;13242;NICOGAN V.O.;2.411,00
PD;13244;;4.825,00
PD;13244;ZOLFO VENTILATO STELLA;2.070,00
PD;13249;;350
PD;13252;;98
PD;13252;PLAYER 250 SC;160
PD;13253;;30
PD;13253;PLAYER SC;12
PD;13255;PLAYER GR;35
PD;13263;BORDORAM 20 WG;12
PD;13263;BORDORAM 20 WG PFnPE;51
PD;13267;;16
PD;13283;GARAK;326
PD;13285;;1
PD;13285;SEVERAL;8
PD;13290;;125
PD;13290;ZOLFO MANICA DOPPIO RAFFINATO VENTILATO RAMATO 3% NEW;27
PD;13292;;4.575,00
PD;13298;;10
PD;13298;QUANTUM F;9
PD;13313;;51
PD;13313;CASPER;49
PD;13323;SULFY 80 WDG;37,5
PD;13323;SULFY 80 WDG PFnPE;335,6
PD;13324;CUPRIZOL S 250ml;17,84
PD;13324;CUPRIZOL S PFnPE;61,25
PD;13327;;43,95
PD;13327;GRANSTAR ULTRA SX;69,45
PD;13329;OMNEX 10 EC;84
PD;13356;AGRIZOLE;85
PD;13367;;45
PD;13367;DIVO;47,75
PD;13377;;42
PD;13377;COLUMBUS;6
PD;13382;;34,5
PD;13382;PERGADO SC;216,5
PD;13382;PERGADO SC PFnPE;3
PD;13386;;680
PD;13386;PROSARO;1.341,00
PD;13387;;7,95
PD;13387;FLORAMIX;71,02
PD;13388;BROADWAY;14,3
PD;13389;;1.369,00
PD;13389;AFFIRM;2.429,00
PD;13391;;349
PD;13391;CYTHRIN 50 EC;853
PD;13391;CYTHRIN 50 EC PFnPE;0,25
PD;13402;LUMA-KL;11
PD;13447;HELMSTAR 75 WG;20,9
PD;13451;SPARVIERO;47
PD;13455;;822
PD;13455;ANTIGRAM GOLD;2.612,00
PD;13466;;200
PD;13466;SPOTLIGHT PLUS;342
PD;13468;CLINER;6,75
PD;13468;CLINER PFnPE;51,65
PD;13468;CLINER PFnPE 250 ml;1,25
PD;13471;;1.069,00
PD;13471;NICOZEA OD;20
PD;13472;;2
PD;13472;ALIEN;506
PD;13485;;873
PD;13485;FOLPEC 80 WG ADVANCE;387
PD;13486;JUDO;17
PD;13489;;5
PD;13489;CYMBAL;75,5
PD;13518;NISUS 3B;60
PD;13540;QUASAR R FLOW;132
PD;13552;;2.125,00
PD;13552;ZOLVIS 80 SECTOR;20.067,00
PD;13552;ZOLVIS 80 SECTOR PFnPE;1.515,00
PD;13560;FORZA;10
PD;13576;;51,5
PD;13576;RAMEPLANT WG;116
PD;13576;RAMEPLANT WG PFnPE;33
PD;13578;RAME CAFFARO BLU WG NEW;267
PD;13586;;523,5
PD;13586;VERDERAME 20 WG;107
PD;13586;VERDERAME 20 WG PFnPE;406
PD;13592;;30
PD;13592;VOLARE;174
PD;13593;RADIX SOIL;18
PD;13635;POLTIGLIA 20 PB MANICA;66
PD;13637;;115
PD;13637;PERGADO F;85
PD;13639;;1,5
PD;13648;;40
PD;13651;SPECTRO;9
PD;13684;COMPO DUAXO PPO;18,3
PD;13689;;19
PD;13689;FLINT MAX;13
PD;13693;;2
PD;13693;BACILLUS CHEMIA;34
PD;13693;BACILLUS CHEMIA PFnPE;6
PD;13693;BACILLUS CHEMIA PFnPE 100 g;8
PD;13698;;22,25
PD;13698;VIVANDO;210,5
PD;13711;;4.667,00
PD;13714;;99
PD;13719;THIAMON 80 PLUS;75
PD;13736;TRACE;9,75
PD;13741;SELECTA DISPERSS;10
PD;13753;GAL-GONE;5
PD;13765;SHERPA 100 EW;7
PD;13771;;73
PD;13771;NIMROD 250 EW;220
PD;13782;DOURO 10 WG;15
PD;13789;PRIMERO;74
PD;13791;GEATER-STAR PFnPE;188,5
PD;13792;;123
PD;13792;STABILAN;88
PD;13794;SPADA WDG;25
PD;13796;CELL;4
PD;13809;;80.380,00
PD;13809;FORCE ULTRA;45.610,00
PD;13815;TUTOR 18-15;4
PD;13815;TUTOR 18-15 PFnPE;25
PD;13817;;5
PD;13823;;9
PD;13823;ALVERDE;30,55
PD;13838;XEDAVIR PFnPE;16
PD;13841;;7.522,00
PD;13841;FOCUS ULTRA;5.425,00
PD;13856;COPRANTOL TRIO;13
PD;13876;APACHE;299
PD;13885;;2
PD;13888;;200
PD;13888;FANTIC F NC WG;61
PD;13891;;10
PD;13895;;10
PD;13895;SAVIRAN STAR;460
PD;13899;;2,5
PD;13901;VERDERAME 20 PB PFnPE;13,5
PD;13905;;11
PD;13905;BANJO;133
PD;13913;ORIUS P;40
PD;13925;;27
PD;13927;;225
PD;13927;ZAMIR 18;240,5
PD;13955;SUDOKU;71
PD;13981;;305,7
PD;13981;CORAGEN;318,45
PD;13983;;21
PD;13983;HUSSAR MAXX PRO;11
PD;13998;;6
PD;13998;PYRUS 400 SC;8
PD;14018;BASIC;20
PD;14018;BASIC PFnPE;10
PD;14020;LIDAL;66
PD;14021;;10
PD;14021;BREK DUO;250
PD;14042;;37
PD;14042;SUPRAFOS EC;45
PD;14044;JOKER 480;329
PD;14058;;634
PD;14058;FEINZIN 70 DF;1.032,75
PD;14061;TRIANUM-P;7,5
PD;14062;;70
PD;14062;ZOXIUM 240 SC;330
PD;14074;TRINEX 250 EW;12
PD;14100;;1
PD;14100;KANEMITE;5
PD;14101;;217
PD;14101;CARAMBA;842
PD;14102;;250
PD;14102;BORDOFLOW NEW;4.216,00
PD;14119;;28
PD;14119;VISIR PENCOTECH;33
PD;14135;GRENADIER 75 DF;0,06
PD;14136;OBERON;0,5
PD;14137;;6,9
PD;14137;ALTACOR;26,6
PD;14154;;7,84
PD;14154;PIRETRO ACTIGREEN;0,48
PD;14154;PIRETRO ACTIGREEN PFnPE;11,52
PD;14154;PIRETRO ACTIGREEN PFnPE 100 ml;0,5
PD;14155;;260
PD;14156;CURZATE R WG;83
PD;14165;;402
PD;14165;NANDO MAXI;105
PD;14166;;12
PD;14166;ZETOR;281
PD;14178;;630
PD;14182;;264
PD;14182;ARES 25 WG;248
PD;14190;;0,04
PD;14193;SARMOX 45 DG;2
PD;14195;;661
PD;14204;75A;3
PD;14210;;149
PD;14210;EVURE PRO;122
PD;14217;TENAX EW;16
PD;14232;CYTHRIN MAX;60
PD;14257;;241
PD;14257;UNDERLINE 0,2 G;78,1
PD;14257;UNDERLINE 0,2 G PFnPE;771,11
PD;14257;UNDERLINE 0,2 G PFnPE 500 g;18
PD;14262;;150,74
PD;14262;GREENEX NF;56,07
PD;14262;GREENEX NF PFnPE;75,72
PD;14262;GREENEX NF PFnPE 250 ml;1,75
PD;14262;GREENEX NF PFnPE 40 ml;0,64
PD;14262;GREENEX NF PFnPE 500 ml;9
PD;14263;;18
PD;14294;EXECUTIVE;0,5
PD;14323;BELPROMEC;48
PD;14348;;120
PD;14348;AGRON R WG;90
PD;14375;;265
PD;14375;LION 5 EC;2.691,00
PD;14380;CLORMET;13
PD;14387;NERVURE SUPER;159
PD;14390;;300
PD;14390;BOOM EFEKT;4.080,00
PD;14405;;10
PD;14406;;10,5
PD;14406;LEIMAY;37,5
PD;14407;;38
PD;14407;RUNWAY;46
PD;14409;;250
PD;14409;MOVENTO 48 SC;591
PD;14414;;189
PD;14414;DUSTY;12,5
PD;14414;DUSTY PFnPE;521
PD;14414;DUSTY PFnPE 500 ml;36
PD;14418;;55
PD;14418;PULSAR 40 SL;158
PD;14431;;18
PD;14431;LENTAGRAN 45 WP;388
PD;14432;METRIC;41
PD;14434;NUANCE;0,92
PD;14472;PARTNER EC;258
PD;14479;;16.040,00
PD;14479;SCHERMO 0.5 G;11.700,00
PD;14547;;2
PD;14547;BAC MK PFnPE;2
PD;14548;TURIBEL;35
PD;14549;LEPIBACK;171
PD;14559;AGREE WG;11
PD;14573;BACTOSPEINE 32 WG PFnPE;0,5
PD;14577;;133
PD;14577;FORUM R 3B;251
PD;14579;RAMIN 30 DF 1 KG;27
PD;14582;FENGIB;3
PD;14636;;1.042,00
PD;14636;BIOLID UP;1.660,90
PD;14636;BIOLID UP PFnPE;409,7
PD;14642;;278
PD;14642;RIDOMIL GOLD R WG;1.805,00
PD;14660;BTK 32 WG;89
PD;14664;;100
PD;14664;BERELEX 40 SG;1,74
PD;14683;;0,05
PD;14683;BERMERAX;0,25
PD;14684;;16
PD;14684;SUPERBO;2
PD;14686;KOCIDE OPTI;80
PD;14692;BUZZ ULTRA DF;22,5
PD;14697;;55
PD;14697;ENERVIN DUO;127
PD;14699;;9
PD;14699;GEOXE;14,5
PD;14724;CIP PFnPO;2
PD;14728;CELIO;3,25
PD;14735;;18
PD;14735;RANMAN TOP;68,5
PD;14737;;4.730,00
PD;14737;ROUNDUP PLATINUM;13.093,50
PD;14737;ROUNDUP PLATINUM 15 L;15
PD;14737;ROUNDUP PLATINUM 5 L;15
PD;14737;ROUNDUP PLATINUM PFnPE;1.202,50
PD;14737;ROUNDUP PLATINUM PFnPE 500 ml;54,5
PD;14739;DELTAM PROTECT PFnPE;259
PD;14759;SULCOCAP;6
PD;14764;SLUXX;30
PD;14765;;262
PD;14765;ELUMIS;1.333,00
PD;14769;COMET 250 EC;535
PD;14772;;51
PD;14785;DRISCOLL;7
PD;14785;DRISCOLL PFnPE;5,5
PD;14794;;4
PD;14794;AVALON SC;885
PD;14812;;291
PD;14812;ENERVIN TOP;166
PD;14830;;110
PD;14830;CUPROFIX ULTRA DISPERSS;315
PD;14836;BARBARIAN BIOGRADE 360;152
PD;14836;BARBARIAN BIOGRADE 360 500ml;82,01
PD;14836;BARBARIAN BIOGRADE 360 PFnPE;657,5
PD;14837;;33
PD;14837;TARTAN;31
PD;14838;;290
PD;14838;BARCLAY GALLUP BIOGRADE 360;2.285,00
PD;14845;;68
PD;14845;MYSTIC PLUS S;4
PD;14846;;36
PD;14846;AVALON 250 EW;137
PD;14854;KARAMAT M;17
PD;14867;;8
PD;14867;SYNERO;9
PD;14872;;35
PD;14872;BELLIS DRUPACEE;8,5
PD;14876;;3
PD;14876;GRANDSTAND;35
PD;14878;FOXTROT;2
PD;14879;;3
PD;14879;LONTREL 72 SG;4,8
PD;14884;;1.681,00
PD;14884;CORUM;4.740,00
PD;14885;ROUNDUP RAPIDO;5
PD;14891;;15
PD;14891;TRICO;20
PD;14897;;1
PD;14897;FLUROSTAR 200;7
PD;14900;KENKIO;30
PD;14912;PATRIOT GOLD;80
PD;14913;BIOTRIX;2
PD;14918;;923
PD;14919;;0,95
PD;14919;EMERALD 125;1,85
PD;14919;EMERALD 125 PFnPE;53,9
PD;14920;ZOLFO 80 WP ZOLFINDUSTRIA (PFnPE);50
PD;14935;;1.655,00
PD;14935;TIMELINE TRIO;494
PD;14936;;62
PD;14936;AMPLIGO;648,5
PD;14938;DEDICATE;3,25
PD;14947;TRUSTEE 450;24
PD;14947;TRUSTEE 450 PFnPE;425,15
PD;14947;TRUSTEE 450 PFnPE 500 ml;344
PD;14966;CELEST TRIO;200
PD;14967;;212
PD;14967;TIPTOR ULTRA;67
PD;14969;;10.560,00
PD;14970;;0,5
PD;14970;POLYSECT ULTRA SL;2
PD;14972;DICARZOL 50 SP;7
PD;15005;;4
PD;15005;FONTELIS;3
PD;15008;LBG - 01F34;148
PD;15009;TALISMA UL;3.240,00
PD;15013;;46
PD;15013;NATRIA LUMACHICIDA;20
PD;15013;NATRIA LUMACHICIDA PFnPE;54,5
PD;15019;;6
PD;15037;BREZZA;10
PD;15039;;26,5
PD;15039;GAMIT 36 CS;17
PD;15044;;679
PD;15047;;27,5
PD;15047;R6 ERRESEI BORDEAUX WG;204
PD;15047;R6 ERRESEI BORDEAUX WG PFNPE;9,5
PD;15048;;5
PD;15048;MOXYL 45 WG;49
PD;15049;;21
PD;15049;MODDUS;279
PD;15050;;50
PD;15050;VERTIMEC PRO;81
PD;15051;;2.225,00
PD;15051;KYLEO;2.590,00
PD;15052;KAIMO SORBIE;60
PD;15056;;705
PD;15056;TOMCATO;476
PD;15057;DICOTEX RTU PFnPO;2
PD;15058;;51,92
PD;15058;PRINCIPAL MAIS;154
PD;15059;;920
PD;15059;DECIS EVO;836,25
PD;15062;;373
PD;15062;PIRAMAX  EC;57
PD;15063;;18,3
PD;15071;;80
PD;15071;EVOLUTION;278
PD;15083;;35
PD;15084;DRUM;1
PD;15085;VITISAN 45 WG;2
PD;15096;;150,5
PD;15096;GLIPHOGAN TOP CL;1.569,00
PD;15096;GLIPHOGAN TOP CL PFnPE;10.503,50
PD;15096;GLIPHOGAN TOP CL PFnPE 500 ml;12
PD;15100;NECTAR PLUS;17
PD;15101;CIMORAM ULTRA WG;437
PD;15111;MIRADOR SC;119
PD;15115;;1.324,00
PD;15115;PROSPER 500 EC;13
PD;15116;;10
PD;15119;FORTEZZA;10
PD;15120;;60
PD;15121;BIOCUPRO;120
PD;15122;;11
PD;15122;ACTELLIC 50 NEWPHARM;2.870,00
PD;15124;ZANTARA;6
PD;15125;;2
PD;15125;PROLECTUS;2
PD;15126;;7
PD;15126;TALENDO EXTRA;45
PD;15127;;59
PD;15127;SANVINO;148
PD;15130;;82
PD;15130;INTREPID;251
PD;15135;OLEOSAN PLUS PFnPO;48
PD;15138;BAROCCO 80 WG;50
PD;15142;;3.616,00
PD;15142;ALCANCE SYNC TEC;5.055,57
PD;15149;COSAVET DF EDGE;11.020,00
PD;15177;;316
PD;15177;ROTATE PLUS DF;310
PD;15186;WEEDAGRO 600 D;7
PD;15198;;362
PD;15198;AZBANY;270
PD;15199;;29
PD;15201;;38
PD;15201;FLOXY 400 SC;277
PD;15213;;26,33
PD;15213;DEMETRINA FLOW;21,05
PD;15213;DEMETRINA FLOW PFnPE;244,92
PD;15221;;4
PD;15221;ZETARAM PLUS;569
PD;15222;FOLICUR COMBI WG;12
PD;15229;;1.130,00
PD;15232;;10
PD;15233;;284
PD;15233;DALET TRIO;170
PD;15235;;640
PD;15235;MOMENTUM;502
PD;15235;MOMENTUM PFnPE;178
PD;15237;;63
PD;15237;CHIKARA DUO;8
PD;15251;;393
PD;15251;AIRONE LIQUIDO;5.710,00
PD;15253;;367
PD;15263;;6
PD;15263;DYNALI;121
PD;15264;;84
PD;15264;ENERVIN SC;822
PD;15265;;246
PD;15265;PROMAN FLOW;1.331,00
PD;15266;;110
PD;15266;QUARTET;190
PD;15267;;0,9
PD;15267;KUSABI;56,2
PD;15270;PROFELIS;0,26
PD;15275;DURAVIS;247
PD;15280;;3
PD;15281;MICROMEGAS;47
PD;15285;PRIMMA STAR;0,57
PD;15291;;147,5
PD;15291;TURFENE PLUS;4
PD;15291;TURFENE PLUS PFnPE;467,5
PD;15293;;1
PD;15293;MAVITA 250 EC;104
PD;15294;;955
PD;15299;METIX R;10
PD;15302;;24
PD;15302;AMYLO-X;280
PD;15307;;110
PD;15307;DEDALUS 25 WDG;5,5
PD;15310;NISSHIN EXTRA 6 OD;30
PD;15311;TIZCA;1
PD;15315;;48
PD;15317;;5.083,00
PD;15326;;2.500,00
PD;15331;;26,5
PD;15333;APPLAUD PLUS PFnPE;1,49
PD;15335;U 46 ULTRA;35
PD;15337;;3,3
PD;15337;EXPRESS;0,6
PD;15340;FEUDO 50 WP;2
PD;15344;;25
PD;15344;FILAN WG;4
PD;15346;;69
PD;15348;;103
PD;15348;RIDOMIL GOLD R LIQUIDO;229
PD;15349;;161
PD;15349;ARES 430 SC;165
PD;15356;;321
PD;15356;SPHINX SC;9
PD;15358;ZOLFO FLOW MCT;890
PD;15358;ZOLFO FLOW MCT PFnPE;6,5
PD;15363;;22,5
PD;15363;MEDEIRO 80 WG ADVANCE;43
PD;15363;MEDEIRO 80 WG ADVANCE PFnPE;56
PD;15363;MEDEIRO 80 WG ADVANCE PFnPE 500 g;2
PD;15369;MAGMA TRIPLE;87
PD;15374;NISHA;144
PD;15375;NIC 4;221
PD;15378;;357
PD;15378;TRAXOS PRONTO 60;651
PD;15379;;209,25
PD;15379;AXIAL PRONTO 60;394,5
PD;15384;;48
PD;15384;LUNA EXPERIENCE;261
PD;15389;;280
PD;15398;KAMIKAZE;30
PD;15401;;4.109,00
PD;15401;TAIFUN MK CL;4.684,00
PD;15401;TAIFUN MK CL PFnPE;577
PD;15402;DELTASAP;74
PD;15405;;8.090,50
PD;15405;SHAMAL MK PLUS CL;5.138,00
PD;15405;SHAMAL MK PLUS CL PFnPE;1.929,00
PD;15409;DECISION;132
PD;15411;DISHA;45
PD;15416;DIZOLE;27
PD;15421;TALISMA EC;108
PD;15422;;15,12
PD;15422;TITUS DUO;75,06
PD;15433;ATLAS;7
PD;15436;MYCOTAL;0,5
PD;15438;SANMITE 10 SC;1
PD;15448;;10
PD;15449;;243
PD;15449;CIDELY;252
PD;15455;TELDOR PLUS ORTO PFnPE;1,8
PD;15483;WISH;123
PD;15491;;22,5
PD;15491;SWORD UP;88
PD;15493;SIMUN 40 OD;709
PD;15499;;38,5
PD;15499;SONG 70 WDG;453,25
PD;15501;QUIZ;381
PD;15505;;3
PD;15507;;81
PD;15507;CREW SUPERB;119
PD;15513;;1.800,00
PD;15513;OSSICLOR 35 WG GREEN;1.856,00
PD;15513;OSSICLOR 35 WG GREEN PFnPE;197
PD;15514;CUPRAVIT BLU 35 WG PFnPE;18,9
PD;15515;POLTIGLIA 20 PB GREEN;35
PD;15536;;149
PD;15537;DELTAGRI;149
PD;15546;;19,7
PD;15546;BIATHLON 4D;133,45
PD;15549;;77
PD;15550;;222
PD;15550;MERLIN FLEXX XTRA;238
PD;15553;;4,5
PD;15553;REGALIS PLUS;6
PD;15556;TERVIGO;50
PD;15562;BELURE-T;0,44
PD;15566;;35
PD;15566;VISION PLUS;138
PD;15573;PROMESS SL;4
PD;15574;;65
PD;15574;KARMA 85;140
PD;15583;;45
PD;15583;PIRAT;27
PD;15591;PREVINT TOP;1
PD;15597;CHECKMATE PUFFER CM;25,48
PD;15598;CARPOVIRUSINE EVO 2;88
PD;15610;CYPERKILL 50 EC;62
PD;15612;;2,55
PD;15612;SEMPRA;1,35
PD;15618;FULLDINA 400 SC;7
PD;15621;;15,4
PD;15621;BOTTO 50 EC;50,7
PD;15621;BOTTO 50 EC PFnPE;85,9
PD;15622;CURZATE R WG BIANCO;2
PD;15629;BADGER 45% WG;2
PD;15630;;179
PD;15630;CARSON 45 WG;24
PD;15630;CARSON 45% WG;151
PD;15633;;1
PD;15633;REVUS TOP;4
PD;15635;;1.385,00
PD;15635;ADENGO XTRA;1.213,08
PD;15640;;36
PD;15640;PROLINE STAR;17
PD;15651;FLANKER;50
PD;15654;ACCORD;2
PD;15655;;1
PD;15655;KEETON 25 WG;19
PD;15662;LESTRA;1,54
PD;15663;CUPRAVIT 35 WG;40
PD;15664;KORING 25 WG;119
PD;15665;;7,7
PD;15665;KEMPO SORBIE;32,4
PD;15668;;258,75
PD;15674;;155,15
PD;15674;AMADEUS TOP;0,3
PD;15677;;9
PD;15677;KARDON 100;93,25
PD;15680;MITHRA 40 SC;2
PD;15689;;81
PD;15689;DIFENZONE;289
PD;15693;;12
PD;15693;LISTEGO;4
PD;15712;SATELITE;111
PD;15713;;4,8
PD;15713;DIABLO SC;4,5
PD;15722;;15
PD;15722;ARMICARB 85;362,5
PD;15725;;2,6
PD;15725;DUAXO;24
PD;15725;DUAXO PFnPE;78,4
PD;15735;;30,75
PD;15735;IKEBANA TRIPLE ACCION PFnPO;3,75
PD;15736;KOPRON 35 WG;138
PD;15741;;10
PD;15741;AVADEX FACTOR;50
PD;15748;;186
PD;15748;SYLLIT 544 SC;37
PD;15751;;90,5
PD;15751;VITENE TRIPLO R;58,5
PD;15751;VITENE TRIPLO R PFnPE;688,85
PD;15751;VITENE TRIPLO R PFnPE 500 g;6
PD;15752;CIDELY TOP;2
PD;15753;;122
PD;15753;PYXIDES DUO;140
PD;15754;;420
PD;15759;DECIS TRAP;3
PD;15765;DIABLO;1
PD;15769;;2.750,00
PD;15780;OSSICLOR 50 PB GREEN;100
PD;15806;;15
PD;15806;ONYX;75
PD;15808;CYMBAL FLOW;10
PD;15831;VACCIPLANT;43
PD;15834;;1
PD;15834;TRACER 120;17
PD;15838;;750
PD;15838;ROUNDUP ULTRAMAX;2.210,00
PD;15847;;6,75
